2024.11.01 14:28:24.229 | Hello World
2024.11.01 14:28:48.490 | Hello World
2024.11.01 14:28:48.490 | 2024
2024.11.01 14:28:48.490 | 127.236
2024.11.01 14:30:17.753 | Hello World
2024.11.01 14:30:17.753 | 2024
2024.11.01 14:30:17.753 | 127.236
2024.11.01 14:30:17.753 | string : Hello world Integer : 5 Double : 123.456
2024.11.01 14:30:41.203 | Hello World
2024.11.01 14:30:41.203 | 2024
2024.11.01 14:30:41.203 | 127.236
2024.11.01 14:30:41.203 | string : Hello world; Integer : 5; Double : 123.456
2024.11.01 14:32:53.526 | Hello World
2024.11.01 14:32:53.526 | 2024
2024.11.01 14:32:53.526 | 127.236
2024.11.01 14:32:53.526 | string : Hello world; Integer : 5; Double : 123.456
2024.11.01 14:32:53.526 | Hello World; 5; 123.46;
2024.11.01 14:33:22.407 | Hello World
2024.11.01 14:33:22.407 | 2024
2024.11.01 14:33:22.407 | 127.236
2024.11.01 14:33:22.407 | string : Hello world; Integer : 5; Double : 123.456
2024.11.01 14:33:22.407 | Hello World; 5; 123.46;
2024.11.01 15:07:44.246 | Hello World
2024.11.01 15:07:44.246 | 2024
2024.11.01 15:07:44.246 | 127.236
2024.11.01 15:07:44.246 | string : Hello world; Integer : 5; Double : 123.456
2024.11.01 15:07:44.246 | Hello World; 5; 123.46;
2024.11.01 15:08:16.105 | Hello World
2024.11.01 15:08:16.105 | 2024
2024.11.01 15:08:16.105 | 127.236
2024.11.01 15:08:16.105 | string : Hello world; Integer : 5; Double : 123.456
2024.11.01 15:08:16.105 | Hello World; 5; 123.46;
